"translation_id";"sentence_id_1";"sentence_id_2"
2132;707;705
2133;708;705
2134;707;706
2135;708;706
2136;708;707
2137;709;710
2138;709;711
2139;709;712
2140;710;711
2141;710;712
2142;711;712
2143;710;709
2144;711;709
2145;712;709
2146;711;710
2147;712;710
2148;712;711
2149;713;714
2150;713;715
2151;713;716
2152;714;715
2153;714;716
2154;715;716
2155;714;713
2156;715;713
2157;716;713
2158;715;714
2159;716;714
2160;716;715
2161;717;718
2162;717;719
2163;717;720
2164;718;719
2165;718;720
2166;719;720
2167;718;717
2168;719;717
2169;720;717
2170;719;718
2171;720;718
2172;720;719
2173;721;722
2174;721;723
2175;721;724
2176;722;723
2177;722;724
2178;723;724
2179;722;721
2180;723;721
2181;724;721
2182;723;722
2183;724;722
2184;724;723
2185;725;726
2186;725;727
2187;725;728
2188;726;727
2189;726;728
2190;727;728
2191;726;725
2192;727;725
2193;728;725
2194;727;726
2195;728;726
2196;728;727
2197;729;730
2198;729;731
2199;729;732
2200;730;731
2201;730;732
2202;731;732
2203;730;729
2204;731;729
2205;732;729
2206;731;730
2207;732;730
2208;732;731
2209;733;734
2210;733;735
2211;733;736
2212;734;735
2213;734;736
2214;735;736
2215;734;733
2216;735;733
2217;736;733
2218;735;734
2219;736;734
2220;736;735
2221;737;738
2222;737;739
2223;737;740
2224;738;739
2225;738;740
2226;739;740
2227;738;737
2228;739;737
2229;740;737
2230;739;738
2231;740;738
2232;740;739
2233;741;742
2234;741;743
2235;741;744
2236;742;743
2237;742;744
2238;743;744
2239;742;741
2240;743;741
2241;744;741
2242;743;742
2243;744;742
2244;744;743
2245;745;746
2246;745;747
2247;745;748
2248;746;747
2249;746;748
2250;747;748
2251;746;745
2252;747;745
2253;748;745
2254;747;746
2255;748;746
2256;748;747
2257;749;750
2258;749;751
2259;749;752
2260;750;751
2261;750;752
2262;751;752
2263;750;749
2264;751;749
2265;752;749
2266;751;750
2267;752;750
2268;752;751
2269;753;754
2270;753;755
2271;753;756
2272;754;755
2273;754;756
2274;755;756
2275;754;753
2276;755;753
2277;756;753
2278;755;754
2279;756;754
2280;756;755
2281;757;758
2282;757;759
2283;757;760
2284;758;759
2285;758;760
2286;759;760
2287;758;757
2288;759;757
2289;760;757
2290;759;758
2291;760;758
2292;760;759
2293;761;762
2294;761;763
2295;761;764
2296;762;763
2297;762;764
2298;763;764
2299;762;761
2300;763;761
2301;764;761
2302;763;762
2303;764;762
2304;764;763
2305;765;766
2306;765;767
2307;765;768
2308;766;767
2309;766;768
2310;767;768
2311;766;765
2312;767;765
2313;768;765
2314;767;766
2315;768;766
2316;768;767
2317;769;770
2318;769;771
2319;769;772
2320;770;771
2321;770;772
2322;771;772
2323;770;769
2324;771;769
2325;772;769
2326;771;770
2327;772;770
2328;772;771
2329;773;774
2330;773;775
2331;773;776
2332;774;775
2333;774;776
2334;775;776
2335;774;773
2336;775;773
2337;776;773
2338;775;774
2339;776;774
2340;776;775
2341;777;778
2342;777;779
2343;777;780
2344;778;779
2345;778;780
2346;779;780
2347;778;777
2348;779;777
2349;780;777
2350;779;778
2351;780;778
2352;780;779
2353;781;782
2354;781;783
2355;781;784
2356;782;783
2357;782;784
2358;783;784
2359;782;781
2360;783;781
2361;784;781
2362;783;782
2363;784;782
2364;784;783
2365;785;786
2366;785;787
2367;785;788
2368;786;787
2369;786;788
2370;787;788
2371;786;785
2372;787;785
2373;788;785
2374;787;786
2375;788;786
2376;788;787
2377;789;790
2378;789;791
2379;789;792
2380;790;791
2381;790;792
2382;791;792
2383;790;789
2384;791;789
2385;792;789
2386;791;790
2387;792;790
2388;792;791
2389;793;794
2390;793;795
2391;793;796
2392;794;795
2393;794;796
2394;795;796
2395;794;793
2396;795;793
2397;796;793
2398;795;794
2399;796;794
2400;796;795
